*	bg	PartyRoom
*	bgm	Script_Sad

noel	-	노엘	…….
blank	-	-	비록, 반역자보다는 요원의 안전을 우선하겠다고는 했지만, 이런 걸 원한 건 아니었다.
grenev	-	그레네브	으음……. 손맛 좀 볼 기회인가 싶었는데, 좀 실망인걸.
noel	-	노엘	그레네브. 네 구역에 있던 인원을 한 명도 남김없이 사살했군. 왜 그랬지?
grenev	-	그레네브	네? 전 명령대로 했을 뿐인데요. '저.항.'을 하는 게 너~무 위협적이라서 그만.
blank	-	-	천연덕스럽게 잡아뗀다. 물론 대충 둘러댄 거짓말이라는 건 서로가 너무나 뻔히 알고 있지만.
blank	-	-	증거도 없다. 설령 있다고 한들, 엄연히 현장에서 한 부대를 지휘해야 하는 집행관을 이런 일로 처벌했다간 전체의 사기가 떨어진다.
noel	-	노엘	……앞으로는 불필요한 인명피해는 줄이도록.
grenev	-	그레네브	아핫, 무슨 말씀을. 저희 부대원은 단 한 명의 부상자조차 없이 모두 멀쩡하지요!
blank	-	-	물론 아군의 피해를 말하는 게 아니라는 것도 서로가 잘 알고 있을 것이다.
noel	-	노엘	…….
blank	-	-	딱히 엄격한 상하관계를 원하는 것도 아니고, 편하게 대하는 것도 상관없지만.
blank	-	-	이들이 반역자의 정체를 알고 협력했는지, 그저 모르고 고용된 것인지 확실하지 않은데도 무작정 학살하는 건 잘못됐다.
grenev	-	그레네브	달리 명령이라도 있으신지?
noel	-	노엘	……이만 철수한다.
blank	-	-	앞으로는 이 부대에 주의를 기울일 필요가 있을 것 같다고 생각하며 발길을 돌렸다.
*	load_battle	3
*	load_script	Scene#5
blank	-	-	앞으로는 이 부대에 주의를 기울일 필요가 있을 것 같다고 생각하며 발길을 돌렸다.
*	load_battle	3
